"Date","Product_ID","Unit","Stock","Min_stock_level","Closing_Stock","Product_Name"
"6/1/2025","P-0031","szt.","284","85","274","Portwest Workwear Model 390"
"6/1/2025","P-0032","szt.","138","52","130","Gates Engine parts Model 115"
"6/1/2025","P-0033","szt.","366","84","346","Helly Hansen Workwear Model 267"
"6/1/2025","P-0034","op.","113","49","107","Navigator Paper 836 op."
"6/1/2025","P-0035","szt.","163","24","161","Nowy Styl Office chairs 420"
"6/1/2025","P-0036","szt.","407","3","380","Lenovo Laptops 221"
"6/1/2025","P-0037","szt.","301","79","406","Mann Filters 571"
"6/1/2025","P-0038","szt.","160","90","153","REX Screws Model 266"
"6/1/2025","P-0039","szt.","130","25","123","Dell Monitors Model 664"
"6/1/2025","P-0040","szt.","232","21","221","Dell Laptops 886"
"6/1/2025","P-0041","szt.","247","52","171","Mahle Filters 384"
"6/1/2025","P-0042","licencja","157","83","154","Microsoft Software Model 985"
"6/1/2025","P-0043","para","218","90","208","Honeywell Gloves Model 797"
"6/1/2025","P-0044","szt.","339","10","309","NTN Bearings 355"
"6/1/2025","P-0045","szt.","122","45","110","Sachs Engine parts Model 494"
"6/1/2025","P-0046","szt.","106","58","104","DeWalt Tools 590"
"6/1/2025","P-0047","szt.","245","45","219","Siemens Sensors Model 475"
"6/1/2025","P-0048","szt.","133","51","131","BIC Pens Model 308"
"6/1/2025","P-0049","szt.","126","55","114","Sachs Engine parts 231"
"6/1/2025","P-0050","szt.","267","73","260","Portwest Workwear 502"
"6/1/2025","P-0051","szt.","235","13","228","Brother Printers 174"
"6/1/2025","P-0052","szt.","169","49","163","LG Monitors 200"
"6/1/2025","P-0053","szt.","258","31","243","Brother Toner Model 588"
"6/1/2025","P-0054","szt.","130","94","123","SKF Bearings Model 107"
"6/1/2025","P-0055","szt.","71","26","68","Mann Filters Model 376"
"6/1/2025","P-0056","szt.","270","29","260","Xerox Toner Model 540"
"6/1/2025","P-0057","szt.","289","87","281","Uvex Safety glasses 501"
"6/1/2025","P-0058","szt.","323","9","366","Xerox Toner 562"
"6/1/2025","P-0059","szt.","265","59","250","Stabilo Pens Model 330"
"6/1/2025","P-0060","szt.","278","77","267","Stabilo Pens 199"
"6/1/2025","P-0061","szt.","17648","40","16375","SKF Bearings 305"
"6/1/2025","P-0062","szt.","231","64","225","Xerox Toner 651"
"6/1/2025","P-0063","szt.","121","39","118","Ardon Workwear 121"
"6/1/2025","P-0064","szt.","245","54","233","HP Printers 275"
"6/1/2025","P-0065","szt.","67","33","65","3M Helmets 818"
"6/1/2025","P-0066","op.","18121","1","17433","Xerox Paper Model 244"
"6/1/2025","P-0067","szt.","214","115","201","Bosch Engine parts 487"
"6/1/2025","P-0068","szt.","214","68","208","Wurth Screws 207"
"6/1/2025","P-0069","szt.","253","102","230","Makita Tools Model 462"
"6/1/2025","P-0070","szt.","188","38","131","Siemens Sensors 515"
"6/1/2025","P-0071","szt.","225","17","218","Samsung Monitors Model 493"
"6/1/2025","P-0072","szt.","127","70","125","BIC Pens Model 714"
"6/1/2025","P-0073","op.","233","57","230","Papyrus Paper Model 828"
"6/1/2025","P-0074","L","1163","117","1088","Mobil Oils 514L"
"6/1/2025","P-0075","para","273","77","263","Ansell Gloves Rękawice 979"
"6/1/2025","P-0076","szt.","201","20","185","NTN Bearings 636"
"6/1/2025","P-0077","szt.","58","38","55","Milwaukee Tools 349"
"6/1/2025","P-0078","szt.","300","67","285","HP Printers 417"
"6/1/2025","P-0079","szt.","142","35","135","3M Safety glasses 207"
"6/1/2025","P-0080","szt.","386","99","364","Mann Filters 324"
"6/1/2025","P-0081","szt.","222","33","206","3M Helmets 757"
"6/1/2025","P-0082","szt.","38","24","35","Makita Tools 948"
"6/1/2025","P-0083","szt.","103","19","96","FAG Bearings Model 446"
"6/1/2025","P-0084","szt.","354","46","339","HP Laptops 171"
"6/1/2025","P-0085","szt.","321","127","304","Canon Printers Model 247"
"6/1/2025","P-0086","szt.","212","139","204","Siemens Motors 957"
"6/1/2025","P-0087","szt.","116","79","114","Asus Laptops 814"
"6/1/2025","P-0088","op.","238","1","230","Papyrus Paper 539 op."
"6/1/2025","P-0089","szt.","73","13","71","Brother Printers 286"
"6/1/2025","P-0090","szt.","76","67","73","Bosch Engine parts 339"
"6/1/2025","P-0091","szt.","115","27","110","Dell Laptops Model 530"
"6/1/2025","P-0092","szt.","98","13","96","Canon Printers 771"
"6/1/2025","P-0093","szt.","222","98","210","Bosch Filters 887"
"6/1/2025","P-0094","szt.","90","11","85","NTN Bearings Model 142"
"6/1/2025","P-0095","licencja","215","34","212","Microsoft Software Model 978"
"6/1/2025","P-0096","licencja","175","21","165","Adobe Software Model 534"
"6/1/2025","P-0097","licencja","166","84","158","Microsoft Software 656"
"6/1/2025","P-0098","szt.","305","79","287","Xerox Toner Model 461"
"6/1/2025","P-0099","szt.","39","9","37","NTN Bearings 561"
"6/1/2025","P-0100","szt.","256","102","246","Samsung Monitors Model 937"
"6/1/2025","P-0101","szt.","154","95","152","Lenovo Laptops Model 847"
"6/1/2025","P-0102","szt.","245","62","219","Bosch Engine parts 699"
"6/1/2025","P-0103","szt.","246","3","221","Mahle Filters 613"
"6/1/2025","P-0104","szt.","100","56","95","Brother Toner 350"
"6/1/2025","P-0105","szt.","92","20","84","Sachs Engine parts Model 961"
"6/1/2025","P-0106","szt.","130","108","124","Milwaukee Tools 577"
"6/1/2025","P-0107","szt.","139","30","129","Petzl Helmets 262"
"6/1/2025","P-0108","szt.","154","45","147","Mahle Filters 440"
"6/1/2025","P-0109","szt.","66","16","65","Siemens Motors 555"
"6/1/2025","P-0110","szt.","272","101","261","Siemens Sensors Model 227"
"6/1/2025","P-0111","szt.","262","32","257","Stabilo Pens Model 371"
"6/1/2025","P-0112","szt.","259","12","249","Mahle Filters Model 774"
"6/1/2025","P-0113","szt.","168","75","155","3M Helmets 708"
"6/1/2025","P-0114","szt.","377","94","366","Brother Toner 137"
"6/1/2025","P-0115","para","66","36","63","Honeywell Gloves Model 902"
"6/1/2025","P-0116","op.","81","14","80","Papyrus Paper 886 op."
"6/1/2025","P-0117","szt.","239","8","226","REX Screws Model 988"
"6/1/2025","P-0118","szt.","98","27","96","HP Printers 478"
"6/1/2025","P-0119","szt.","65","8","64","Stabilo Pens Model 829"
"6/1/2025","P-0120","szt.","237","50","226","HP Printers 352"
"6/1/2025","P-0121","para","242","5","226","Honeywell Gloves Rękawice 282"
"6/1/2025","P-0122","szt.","398","88","377","Canon Printers 361"
"6/1/2025","P-0123","para","385","92","368","Ansell Gloves Model 483"
"6/1/2025","P-0124","szt.","182","67","177","Profim Office chairs Model 193"
"6/1/2025","P-0125","szt.","166","76","164","Profim Office chairs 680"
"6/1/2025","P-0126","szt.","254","106","236","Bosch Engine parts Model 267"
"6/1/2025","P-0127","szt.","81","42","147","Wurth Screws Model 509"
"6/1/2025","P-0128","szt.","109","67","98","Brother Printers Model 125"
"6/1/2025","P-0129","op.","60","40","59","Xerox Paper 768 op."
"6/1/2025","P-0130","szt.","235","1","214","NTN Bearings Model 625"
"6/1/2025","P-0131","L","136","22","128","Castrol Oils 773L"
"6/1/2025","P-0132","szt.","252","44","247","IKEA Office chairs Model 453"
"6/1/2025","P-0133","para","21409","15","20323","Honeywell Gloves Rękawice 20"
"6/1/2025","P-0134","szt.","266","39","254","HP Laptops 911"
"6/1/2025","P-0135","op.","184","34","179","Navigator Paper Model 150"
"6/1/2025","P-0136","szt.","118","66","116","Makita Tools Model 634"
"6/1/2025","P-0137","szt.","120","52","117","Asus Laptops Model 998"
"6/1/2025","P-0138","op.","195","53","189","Xerox Paper Model 217"
"6/1/2025","P-0139","szt.","134","2","132","Wurth Screws Model 872"
"6/1/2025","P-0140","szt.","154","43","149","HP Toner 893"
"6/1/2025","P-0141","szt.","56","45","55","LG Monitors 766"
"6/1/2025","P-0142","szt.","216","52","196","Gates Engine parts Model 699"
"6/1/2025","P-0143","szt.","134","86","128","Xerox Toner Model 502"
"6/1/2025","P-0144","L","963","163","897","Shell Oils 259L"
"6/1/2025","P-0145","szt.","316","15","294","ABB Motors Model 367"
"6/1/2025","P-0146","szt.","178","33","244","IKEA Office chairs 642"
"6/1/2025","P-0147","szt.","112","1","106","BIC Pens 969"
"6/1/2025","P-0148","szt.","170","52","160","REX Screws Model 462"
"6/1/2025","P-0149","szt.","336","104","328","Helly Hansen Workwear 802"
"6/1/2025","P-0150","szt.","66","35","66","Dell Laptops Model 717"
"6/1/2025","P-0151","szt.","379","120","359","Portwest Workwear 229"
"6/1/2025","P-0152","szt.","228","35","216","DeWalt Tools 121"
"6/1/2025","P-0153","szt.","415","65","395","Makita Tools Model 626"
"6/1/2025","P-0154","szt.","316","103","301","Portwest Workwear Model 180"
"6/1/2025","P-0155","szt.","77","13","71","ABB Motors Model 536"
"6/1/2025","P-0156","szt.","173","92","158","Milwaukee Tools 450"
"6/1/2025","P-0157","L","1306","136","1205","Shell Oils 971L"
"6/1/2025","P-0158","licencja","258","62","245","Microsoft Software 934"
"6/1/2025","P-0159","szt.","129","64","123","Nowy Styl Office chairs Model 309"
"6/1/2025","P-0160","szt.","230","135","220","Honeywell Safety glasses Model 389"
"6/1/2025","P-0161","szt.","282","46","256","Mahle Filters Model 612"
"6/1/2025","P-0162","szt.","165","134","155","HP Laptops Model 453"
"6/1/2025","P-0163","szt.","99","13","98","HP Toner 779"
"6/1/2025","P-0164","szt.","157","102","154","Bosch Filters Model 838"
"6/1/2025","P-0165","szt.","213","44","206","LG Monitors 668"
"6/1/2025","P-0166","para","126","54","120","Uvex Gloves Model 123"
"6/1/2025","P-0167","szt.","120","3","117","Profim Office chairs 367"
"6/1/2025","P-0168","szt.","164","22","151","Dell Monitors 143"
"6/1/2025","P-0169","szt.","219","75","333","SICK Sensors Model 536"
"6/1/2025","P-0170","szt.","100","75","97","DeWalt Tools 112"
"6/1/2025","P-0171","L","326","230","289","Castrol Oils 702L"
"6/1/2025","P-0172","szt.","304","14","294","HP Toner 159"
"6/1/2025","P-0173","L","1153","161","1072","Total Oils 428L"
"6/1/2025","P-0174","szt.","264","75","252","Makita Tools Model 673"
"6/1/2025","P-0175","szt.","170","48","-8","Xerox Toner 830"
"6/1/2025","P-0176","szt.","48","43","46","IKEA Office chairs 857"
"6/1/2025","P-0177","szt.","104","94","101","Portwest Workwear Model 185"
"6/1/2025","P-0178","szt.","428","100","408","Milwaukee Tools Model 960"
"6/1/2025","P-0179","szt.","203","33","191","Canon Printers 347"
"6/1/2025","P-0180","op.","171","22","163","Xerox Paper Model 793"
"6/1/2025","P-0181","szt.","207","68","192","LG Monitors 907"
"6/1/2025","P-0182","L","431","272","393","Castrol Oils 265L"
"6/1/2025","P-0183","op.","124","39","101","Papyrus Paper Model 764"
"6/1/2025","P-0184","para","213","14","197","Honeywell Gloves Model 753"
"6/1/2025","P-0185","L","1238","299","1150","Shell Oils 837L"
"6/1/2025","P-0186","szt.","136","48","126","Siemens Motors 526"
"6/1/2025","P-0187","para","376","114","364","Ansell Gloves Model 531"
"6/1/2025","P-0188","szt.","181","56","173","Wurth Screws 342"
"6/1/2025","P-0189","szt.","105","31","103","Makita Tools Model 693"
"6/1/2025","P-0190","szt.","148","2","137","REX Screws 598"
"6/1/2025","P-0191","szt.","411","73","396","HP Toner 902"
"6/1/2025","P-0192","szt.","136","13","126","Dell Laptops 950"
"6/1/2025","P-0193","szt.","255","138","238","Siemens Motors 871"
"6/1/2025","P-0194","szt.","332","123","307","ABB Motors 403"
"6/1/2025","P-0195","szt.","276","19","255","Uvex Safety glasses 971"
"6/1/2025","P-0196","L","353","163","323","Castrol Oils 371L"
"6/1/2025","P-0197","op.","127","40","117","Navigator Paper Model 100"
"6/1/2025","P-0198","szt.","108","35","101","WEG Motors Model 250"
"6/1/2025","P-0199","L","484","66","454","Shell Oils 872L"
"6/1/2025","P-0200","szt.","119","44","117","Samsung Monitors Model 719"
"6/1/2025","P-0201","szt.","119","88","116","Petzl Helmets 833"
"6/1/2025","P-0202","szt.","299","64","288","Nowy Styl Office chairs 612"
"6/1/2025","P-0203","szt.","279","107","262","NTN Bearings 209"
"6/1/2025","P-0204","szt.","294","68","291","Honeywell Safety glasses 178"
"6/1/2025","P-0205","szt.","222","24","204","Siemens Sensors 598"
"6/1/2025","P-0206","szt.","230","177","218","Uvex Safety glasses 886"
"6/1/2025","P-0207","szt.","350","11","322","NTN Bearings 636"
"6/1/2025","P-0208","op.","24","6","21","Navigator Paper 40 op."
"6/1/2025","P-0209","szt.","44","5","42","Xerox Toner 115"
"6/1/2025","P-0210","szt.","121","13","111","Bosch Filters Model 644"
"6/1/2025","P-0211","szt.","234","29","218","Brother Printers 353"
"6/1/2025","P-0212","szt.","354","49","331","WEG Motors Model 175"
"6/1/2025","P-0213","szt.","162","61","150","Bosch Filters 747"
"6/1/2025","P-0214","szt.","227","102","224","BIC Pens 568"
"6/1/2025","P-0215","licencja","116","11","110","Microsoft Software 204"
"6/1/2025","P-0216","szt.","190","62","179","Bosch Tools 540"
"6/1/2025","P-0217","licencja","266","34","198","Microsoft Software Model 547"
"6/1/2025","P-0218","szt.","100","39","94","Dell Monitors 692"
"6/1/2025","P-0219","szt.","320","53","305","Petzl Helmets Model 991"
"6/1/2025","P-0220","L","565","374","528","Castrol Oils 610L"
"6/1/2025","P-0221","szt.","173","40","211","Mahle Filters 429"
"6/1/2025","P-0222","szt.","97","55","94","Wurth Screws Model 983"
"6/1/2025","P-0223","szt.","159","8","148","Mann Filters Model 631"
"6/1/2025","P-0224","szt.","148","72","143","Mann Filters Model 604"
"6/1/2025","P-0225","szt.","353","28","412","BIC Pens 830"
"6/1/2025","P-0226","szt.","191","14","170","Milwaukee Tools 168"
"6/1/2025","P-0227","szt.","117","66","114","HP Toner Model 179"
"6/1/2025","P-0228","L","196","107","179","Shell Oils 725L"
"6/1/2025","P-0229","szt.","26","8","68","Stabilo Pens 452"
"6/1/2025","P-0230","szt.","219","20","202","Valeo Engine parts 382"
"6/1/2025","P-0231","szt.","187","76","184","Helly Hansen Workwear Model 379"
"6/1/2025","P-0232","op.","155","68","149","Xerox Paper Model 662"
"6/1/2025","P-0233","szt.","242","23","237","BIC Pens Model 395"
"6/1/2025","P-0234","licencja","136","37","131","Microsoft Software 771"
"6/1/2025","P-0235","szt.","329","73","317","Brother Printers 970"
"6/1/2025","P-0236","szt.","69","53","130","Brother Printers Model 421"
"6/1/2025","P-0237","szt.","84","21","82","Nowy Styl Office chairs Model 858"
"6/1/2025","P-0238","szt.","122","29","111","SICK Sensors Model 476"
"6/1/2025","P-0239","szt.","220","13","212","ABB Motors Model 115"
"6/1/2025","P-0240","szt.","213","28","210","Uvex Safety glasses Model 206"
"6/1/2025","P-0241","szt.","351","110","328","FAG Bearings 183"
"6/1/2025","P-0242","szt.","121","39","116","3M Safety glasses Model 346"
"6/1/2025","P-0243","szt.","327","53","294","SICK Sensors Model 802"
"6/1/2025","P-0244","L","68","34","63","Mobil Oils 983L"
"6/1/2025","P-0245","szt.","270","55","263","Xerox Toner Model 174"
"6/1/2025","P-0246","op.","143","24","141","Navigator Paper Model 853"
"6/1/2025","P-0247","L","712","75","666","Castrol Oils 668L"
"6/1/2025","P-0248","L","907","240","820","Castrol Oils 808L"
"6/1/2025","P-0249","szt.","801","142","755","Brother Toner Model 775"
"6/1/2025","P-0250","szt.","228","110","226","Nowy Styl Office chairs 162"
"6/1/2025","P-0251","para","209","20","198","Honeywell Gloves Model 191"
"6/1/2025","P-0252","szt.","44","20","44","Ardon Workwear 822"
"6/1/2025","P-0253","szt.","187","61","172","Pepperl+Fuchs Sensors 814"
"6/1/2025","P-0254","szt.","77","30","76","Samsung Monitors Model 878"
"6/1/2025","P-0255","szt.","257","118","251","LG Monitors 764"
"6/1/2025","P-0256","szt.","129","25","126","Gates Engine parts 932"
"6/1/2025","P-0257","szt.","172","99","319","Milwaukee Tools 173"
"6/1/2025","P-0258","szt.","409","6","396","IKEA Office chairs 451"
"6/1/2025","P-0259","szt.","86","74","86","3M Safety glasses 288"
"6/1/2025","P-0260","L","422","178","392","Mobil Oils 304L"
"6/1/2025","P-0261","szt.","68","1","61","Sachs Engine parts Model 290"
"6/1/2025","P-0262","para","205","75","199","Honeywell Gloves Model 858"
"6/1/2025","P-0263","licencja","164","102","158","Adobe Software 132"
"6/1/2025","P-0264","szt.","258","94","251","Petzl Helmets Model 570"
"6/1/2025","P-0265","szt.","36679","40","28704","REX Screws 462"
"6/1/2025","P-0266","szt.","163","77","162","Profim Office chairs Model 400"
"6/1/2025","P-0267","szt.","183","24","173","Mahle Filters Model 982"
"6/1/2025","P-0268","szt.","328","64","311","Milwaukee Tools 314"
"6/1/2025","P-0269","szt.","122","85","115","ABB Motors 671"
"6/1/2025","P-0270","szt.","79","21","73","DeWalt Tools Model 795"
"6/1/2025","P-0271","szt.","5","4","4","Honeywell Safety glasses Model 521"
"6/1/2025","P-0272","szt.","227","34","221","Stabilo Pens Model 680"
"6/1/2025","P-0273","L","316","165","1093","Castrol Oils 122L"
"6/1/2025","P-0274","L","274","203","241","Castrol Oils 486L"
"6/1/2025","P-0275","szt.","136","60","124","Siemens Motors 640"
"6/1/2025","P-0276","szt.","334","90","326","HP Toner 941"
"6/1/2025","P-0277","szt.","53","15","51","3M Safety glasses Model 328"
"6/1/2025","P-0278","szt.","154","13","152","Profim Office chairs Model 207"
"6/1/2025","P-0279","para","35","14","35","Ansell Gloves Model 841"
"6/1/2025","P-0280","szt.","242","17","226","SKF Bearings Model 346"
"6/1/2025","P-0281","szt.","158","75","146","Bosch Tools 232"
"6/1/2025","P-0282","szt.","176","128","169","3M Safety glasses 493"
"6/1/2025","P-0283","szt.","198","70","287","3M Helmets Model 904"
"6/1/2025","P-0284","szt.","130","2","119","Makita Tools 223"
"6/1/2025","P-0285","szt.","137","28","135","Honeywell Safety glasses Model 260"
"6/1/2025","P-0286","szt.","108","58","213","Dell Monitors 193"
"6/1/2025","P-0287","szt.","226","29","213","Uvex Safety glasses Model 318"
"6/1/2025","P-0288","szt.","261","63","251","Portwest Workwear 617"
"6/1/2025","P-0289","szt.","129","10","119","Mahle Filters 723"
"6/1/2025","P-0290","op.","102","60","99","Navigator Paper Model 857"
"6/1/2025","P-0291","op.","377","40","436","Xerox Paper Model 916"
"6/1/2025","P-0292","L","536","165","499","Total Oils 688L"
"6/1/2025","P-0293","szt.","397","39","369","Brother Printers 701"
"6/1/2025","P-0294","szt.","79","38","76","Dell Monitors 345"
"6/1/2025","P-0295","szt.","198","7","188","NTN Bearings 237"
"6/1/2025","P-0296","szt.","183","111","180","Profim Office chairs Model 562"
"6/1/2025","P-0297","szt.","188","23","180","Uvex Safety glasses 432"
"6/1/2025","P-0298","op.","266","66","259","Navigator Paper Model 775"
"6/1/2025","P-0299","szt.","102","66","96","Helly Hansen Workwear Model 122"
"6/1/2025","P-0300","szt.","193","39","173","ABB Motors Model 154"
"6/1/2025","P-0301","szt.","249","80","232","Mann Filters 123"
"6/1/2025","P-0302","szt.","269","26","246","Mahle Filters Model 686"
"6/1/2025","P-0303","szt.","391","11","378","Stabilo Pens 561"
"6/1/2025","P-0304","szt.","239","56","214","Bosch Filters 223"
"6/1/2025","P-0305","szt.","200","21","192","Canon Printers 859"
"6/1/2025","P-0306","szt.","242","15","232","Xerox Toner 349"
"6/1/2025","P-0307","szt.","195","34","189","Brother Printers 638"
"6/1/2025","P-0308","szt.","303","10","293","IKEA Office chairs 279"
"6/1/2025","P-0309","szt.","298","80","290","Stabilo Pens 806"
"6/1/2025","P-0310","licencja","267","29","257","Microsoft Software 380"
"6/1/2025","P-0311","szt.","132","64","126","Brother Printers Model 576"
"6/1/2025","P-0312","szt.","271","13","261","Mann Filters 672"
"6/1/2025","P-0313","szt.","173","51","171","Brother Toner Model 723"
"6/1/2025","P-0314","szt.","321","124","305","Bosch Engine parts Model 283"
"6/1/2025","P-0315","szt.","270","5","42649","Nowy Styl Office chairs Model 266"
"6/1/2025","P-0316","szt.","68","51","66","BIC Pens 221"
"6/1/2025","P-0317","szt.","163","48","153","NTN Bearings 224"
"6/1/2025","P-0318","licencja","251","33","239","Microsoft Software Model 749"
"6/1/2025","P-0319","szt.","86","83","86","Dell Monitors Model 855"
"6/1/2025","P-0320","szt.","359","62","334","Portwest Workwear Model 102"
"6/1/2025","P-0321","szt.","39","12","36","HP Printers Model 161"
"6/1/2025","P-0322","L","975","262","914","Castrol Oils 744L"
"6/1/2025","P-0323","szt.","65","14","65","SKF Bearings Model 701"
"6/1/2025","P-0324","szt.","161","12","158","Brother Toner Model 570"
"6/1/2025","P-0325","szt.","272","14","256","3M Safety glasses Model 497"
"6/1/2025","P-0326","szt.","284","87","268","Uvex Safety glasses 394"
"6/1/2025","P-0327","szt.","165","34","160","WEG Motors Model 109"
"6/1/2025","P-0328","szt.","193","14","176","Pepperl+Fuchs Sensors 724"
"6/1/2025","P-0329","szt.","114","100","109","Dell Laptops 765"
"6/1/2025","P-0330","szt.","155","49","152","LG Monitors 537"
"6/1/2025","P-0331","szt.","174","49","171","Dell Monitors Model 171"
"6/1/2025","P-0332","szt.","421","65","404","Xerox Toner 389"
"6/1/2025","P-0333","szt.","104","101","244","Siemens Sensors 799"
"6/1/2025","P-0334","szt.","165","70","158","Petzl Helmets Model 772"
"6/1/2025","P-0335","szt.","145","74","273","Helly Hansen Workwear Model 939"
"6/1/2025","P-0336","szt.","163","131","156","REX Screws 294"
"6/1/2025","P-0337","szt.","104","44","165","Gates Engine parts Model 645"
"6/1/2025","P-0338","szt.","144","50","137","Dell Monitors Model 106"
"6/1/2025","P-0339","szt.","266","132","248","ABB Motors 501"
"6/1/2025","P-0340","szt.","53","18","50","HP Toner Model 839"
"6/1/2025","P-0341","szt.","506","43","495","Profim Office chairs Model 501"
"6/1/2025","P-0342","szt.","56","34","48","Bosch Filters 532"
"6/1/2025","P-0343","szt.","129","17","112","3M Helmets 439"
"6/1/2025","P-0344","szt.","550","99","664","Mahle Filters Model 459"
"6/1/2025","P-0345","szt.","233","84","226","Dell Monitors Model 325"
"6/1/2025","P-0346","szt.","115","56","109","Bosch Filters Model 779"
"6/1/2025","P-0347","szt.","245","80","224","Pepperl+Fuchs Sensors Model 474"
"6/1/2025","P-0348","szt.","68","63","66","Helly Hansen Workwear Model 871"
"6/1/2025","P-0349","op.","145","1","143","Xerox Paper Model 308"
"6/1/2025","P-0350","szt.","360","88","347","Pepperl+Fuchs Sensors 215"
"7/1/2025","P-0001","szt.","192","42","187","HP Laptops Model 298"
"7/1/2025","P-0002","op.","216","29","211","Navigator Paper 643 op."
"7/1/2025","P-0003","op.","183","129","174","Papyrus Paper Model 522"
"7/1/2025","P-0004","szt.","61","54","58","Bosch Tools Model 429"
"7/1/2025","P-0005","szt.","100","81","96","Uvex Safety glasses 779"
"7/1/2025","P-0006","szt.","489","90","625","Siemens Sensors Model 208"
"7/1/2025","P-0007","szt.","74","61","73","Samsung Monitors Model 944"
"7/1/2025","P-0008","szt.","249","104","235","SKF Bearings Model 874"
"7/1/2025","P-0009","szt.","162","30","154","Honeywell Safety glasses Model 232"
"7/1/2025","P-0010","szt.","131","117","124","Sachs Engine parts 450"
"7/1/2025","P-0011","L","397","85","371","Total Oils 819L"
"7/1/2025","P-0012","szt.","466","180","447","BIC Pens 163"
"7/1/2025","P-0013","szt.","44","27","43","Honeywell Safety glasses 887"
"7/1/2025","P-0014","szt.","229","62","211","Milwaukee Tools 443"
"7/1/2025","P-0015","szt.","241","50","232","BIC Pens 103"
"7/1/2025","P-0016","szt.","34695","21","32595","DeWalt Tools 515"
"7/1/2025","P-0017","licencja","238","45","229","Microsoft Software 999"
"7/1/2025","P-0018","szt.","155","16","150","Siemens Motors 796"
"7/1/2025","P-0019","licencja","198","1","193","Adobe Software 759"
"7/1/2025","P-0020","szt.","106","7","100","3M Helmets 338"
"7/1/2025","P-0021","para","168","44","162","Uvex Gloves Model 145"
"7/1/2025","P-0022","para","37","12","36","Honeywell Gloves Model 259"
"7/1/2025","P-0023","szt.","39","2","37","Mahle Filters 477"
"7/1/2025","P-0024","szt.","131","65","130","Xerox Toner 151"
"7/1/2025","P-0025","szt.","141","63","138","BIC Pens Model 740"
"7/1/2025","P-0026","szt.","65","53","126","Gates Engine parts 379"
"7/1/2025","P-0027","szt.","158","50","154","IKEA Office chairs Model 477"
"7/1/2025","P-0028","szt.","332","103","317","Wurth Screws 413"
"7/1/2025","P-0029","szt.","201","12","194","Bosch Engine parts Model 132"
"7/1/2025","P-0030","op.","174","80","171","Xerox Paper 153 op."
"7/1/2025","P-0031","szt.","274","85","258","Portwest Workwear Model 390"
"7/1/2025","P-0032","szt.","130","52","183","Gates Engine parts Model 115"
"7/1/2025","P-0033","szt.","346","84","338","Helly Hansen Workwear Model 267"
"7/1/2025","P-0034","op.","107","49","105","Navigator Paper 836 op."
"7/1/2025","P-0035","szt.","161","24","157","Nowy Styl Office chairs 420"
"7/1/2025","P-0036","szt.","380","3","370","Lenovo Laptops 221"
"7/1/2025","P-0037","szt.","406","79","387","Mann Filters 571"
"7/1/2025","P-0038","szt.","153","90","144","REX Screws Model 266"
"7/1/2025","P-0039","szt.","123","25","122","Dell Monitors Model 664"
"7/1/2025","P-0040","szt.","221","21","210","Dell Laptops 886"
"7/1/2025","P-0041","szt.","171","52","240","Mahle Filters 384"
"7/1/2025","P-0042","licencja","154","83","150","Microsoft Software Model 985"
"7/1/2025","P-0043","para","208","90","306","Honeywell Gloves Model 797"
"7/1/2025","P-0044","szt.","309","10","292","NTN Bearings 355"
"7/1/2025","P-0045","szt.","110","45","106","Sachs Engine parts Model 494"
"7/1/2025","P-0046","szt.","104","58","-4","DeWalt Tools 590"
"7/1/2025","P-0047","szt.","219","45","205","Siemens Sensors Model 475"
"7/1/2025","P-0048","szt.","131","51","129","BIC Pens Model 308"
"7/1/2025","P-0049","szt.","114","55","104","Sachs Engine parts 231"
"7/1/2025","P-0050","szt.","260","73","252","Portwest Workwear 502"
"7/1/2025","P-0051","szt.","228","13","221","Brother Printers 174"
"7/1/2025","P-0052","szt.","163","49","158","LG Monitors 200"
"7/1/2025","P-0053","szt.","243","31","237","Brother Toner Model 588"
"7/1/2025","P-0054","szt.","123","94","120","SKF Bearings Model 107"
"7/1/2025","P-0055","szt.","68","26","65","Mann Filters Model 376"
"7/1/2025","P-0056","szt.","260","29","253","Xerox Toner Model 540"
"7/1/2025","P-0057","szt.","281","87","273","Uvex Safety glasses 501"
"7/1/2025","P-0058","szt.","366","9","352","Xerox Toner 562"
"7/1/2025","P-0059","szt.","250","59","246","Stabilo Pens Model 330"
"7/1/2025","P-0060","szt.","267","77","260","Stabilo Pens 199"
"7/1/2025","P-0061","szt.","16375","40","15353","SKF Bearings 305"
"7/1/2025","P-0062","szt.","225","64","221","Xerox Toner 651"
"7/1/2025","P-0063","szt.","118","39","189","Ardon Workwear 121"
"7/1/2025","P-0064","szt.","233","54","231","HP Printers 275"
"7/1/2025","P-0065","szt.","65","33","62","3M Helmets 818"
"7/1/2025","P-0066","op.","17433","1","16916","Xerox Paper Model 244"
"7/1/2025","P-0067","szt.","201","115","193","Bosch Engine parts 487"
"7/1/2025","P-0068","szt.","208","68","193","Wurth Screws 207"
"7/1/2025","P-0069","szt.","230","102","216","Makita Tools Model 462"
"7/1/2025","P-0070","szt.","131","38","126","Siemens Sensors 515"
"7/1/2025","P-0071","szt.","218","17","260","Samsung Monitors Model 493"
"7/1/2025","P-0072","szt.","125","70","118","BIC Pens Model 714"
"7/1/2025","P-0073","op.","230","57","225","Papyrus Paper Model 828"
"7/1/2025","P-0074","L","1088","117","1018","Mobil Oils 514L"
"7/1/2025","P-0075","para","263","77","260","Ansell Gloves Rękawice 979"
